Negotiation_ID,Product_Name,Listed_Price,Offered_Price,Final_Price,Discount_%,Buyer_Message,Seller_Message,Sentiment,Outcome
NEG0204,Cupboard,6279.0,5669.0,5686.0,9.44,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Positive,Pending
NEG0205,Bag,8566.0,7500.0,7500.0,12.44,"If I pay in cash, can I get a discount?",This is the best price I can offer.,Negative,Accepted
NEG0206,Cupboard,6104.0,5461.0,6062.0,0.69,"I’m a regular customer, please give a better deal.",This is the best price I can offer.,Negative,Accepted
NEG0207,Home Painting,7258.0,5263.0,5263.0,27.49,Can you please lower the price a bit?,This is the best price I can offer.,Negative,Accepted
NEG0208,Table,5090.0,4830.0,5037.0,1.04,"That's too expensive, I can pay less.","Sorry, the price is already discounted.",Neutral,Rejected
NEG0209,Shoes,9127.0,6989.0,6989.0,23.43,"Your price seems high, can we settle in between?","Price firm, can’t reduce further.",Neutral,Accepted
NEG0210,Cleaning Service,6963.0,6102.0,6102.0,12.37,Is there any discount if I buy more?,"Alright, let’s meet halfway.",Neutral,Accepted
NEG0211,Bag,4640.0,3557.0,3557.0,23.34,"I’m a regular customer, please give a better deal.",This is the best price I can offer.,Neutral,Accepted
NEG0212,Shoes,5009.0,3913.0,4161.0,16.93,"Your price seems high, can we settle in between?","Sorry, the price is already discounted.",Negative,Accepted
NEG0213,Table,3795.0,2075.0,3589.0,5.43,Can you make it a round number?,This is the best price I can offer.,Positive,Rejected
NEG0214,Sunglasses,4119.0,2170.0,2170.0,47.32,"If I pay in cash, can I get a discount?","Price firm, can’t reduce further.",Positive,Accepted
NEG0215,Home Painting,9164.0,6659.0,6659.0,27.34,"I’m a regular customer, please give a better deal.","Alright, let’s meet halfway.",Neutral,Accepted
NEG0216,Bag,6866.0,4101.0,4101.0,40.27,Can you make it a round number?,"If you buy more, I can give a small discount.",Neutral,Accepted
NEG0217,Chair,2840.0,2351.0,2608.0,8.17,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Negative,Accepted
NEG0218,Bag,3049.0,2723.0,2723.0,10.69,"I’m a regular customer, please give a better deal.","Okay, I can reduce a little for you.",Positive,Accepted
NEG0219,Sofa,8493.0,6876.0,8264.0,2.7,Can you please lower the price a bit?,This is the best price I can offer.,Neutral,Accepted
NEG0220,Saree,5045.0,3703.0,3837.0,23.94,"Your price seems high, can we settle in between?","Okay deal, I’ll accept that price.",Positive,Pending
NEG0221,Bag,9459.0,7683.0,7683.0,18.78,Can you please lower the price a bit?,"Alright, let’s meet halfway.",Negative,Accepted
NEG0222,Jacket,8191.0,5736.0,6492.0,20.74,Can you make it a round number?,"Alright, let’s meet halfway.",Neutral,Rejected
NEG0223,Bed,5199.0,3949.0,4811.0,7.46,Is there any discount if I buy more?,"If you buy more, I can give a small discount.",Neutral,Rejected
NEG0224,Jeans,1700.0,1433.0,1492.0,12.24,"If I pay in cash, can I get a discount?","Alright, let’s meet halfway.",Neutral,Rejected
NEG0225,Bag,4667.0,4196.0,4196.0,10.09,"If I pay in cash, can I get a discount?",This is the best price I can offer.,Neutral,Accepted
NEG0226,T-shirt,8513.0,6207.0,6880.0,19.18,Is there any discount if I buy more?,"Alright, let’s meet halfway.",Negative,Rejected
NEG0227,Chair,5254.0,3614.0,3614.0,31.21,"Your price seems high, can we settle in between?","Sorry, the price is already discounted.",Positive,Accepted
NEG0228,T-shirt,9720.0,7113.0,7113.0,26.82,"I’m a regular customer, please give a better deal.","Okay deal, I’ll accept that price.",Positive,Accepted
NEG0229,Jacket,8558.0,7369.0,7891.0,7.79,"If I pay in cash, can I get a discount?","If you buy more, I can give a small discount.",Negative,Accepted
NEG0230,Table,5676.0,3540.0,4059.0,28.49,"I’m a regular customer, please give a better deal.","Sorry, the price is already discounted.",Negative,Accepted
NEG0231,Shoes,6716.0,4029.0,4029.0,40.01,Can you please lower the price a bit?,"Sorry, the price is already discounted.",Neutral,Accepted
NEG0232,Cupboard,4455.0,3743.0,4124.0,7.43,"Your price seems high, can we settle in between?","Okay deal, I’ll accept that price.",Positive,Rejected
NEG0233,Table,4087.0,3019.0,3019.0,26.13,"That's too expensive, I can pay less.","Price firm, can’t reduce further.",Neutral,Accepted
NEG0234,Shoes,6893.0,3739.0,4545.0,34.06,"Your price seems high, can we settle in between?","Okay, I can reduce a little for you.",Neutral,Rejected
NEG0235,Saree,8039.0,4176.0,6275.0,21.94,Can you make it a round number?,"If you buy more, I can give a small discount.",Negative,Accepted
NEG0236,Bed,6043.0,5091.0,5710.0,5.51,"That's too expensive, I can pay less.","Alright, let’s meet halfway.",Negative,Accepted
NEG0237,Watch,9140.0,6912.0,8400.0,8.1,Can you please lower the price a bit?,"If you buy more, I can give a small discount.",Negative,Pending
NEG0238,Saree,3201.0,2814.0,2814.0,12.09,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Negative,Accepted
NEG0239,Bag,7898.0,6911.0,6980.0,11.62,"I’m a regular customer, please give a better deal.","Sorry, the price is already discounted.",Negative,Pending
NEG0240,Plumbing,1139.0,917.0,917.0,19.49,"Your price seems high, can we settle in between?","If you buy more, I can give a small discount.",Neutral,Accepted
NEG0241,Cupboard,9416.0,7472.0,9384.0,0.34,Can you make it a round number?,"If you buy more, I can give a small discount.",Negative,Accepted
NEG0242,Saree,8602.0,4620.0,4620.0,46.29,"If I pay in cash, can I get a discount?",This is the best price I can offer.,Negative,Accepted
NEG0243,Plumbing,9173.0,8180.0,8256.0,10.0,"Your price seems high, can we settle in between?","Okay, I can reduce a little for you.",Neutral,Accepted
NEG0244,Catering,9612.0,5646.0,5646.0,41.26,Is there any discount if I buy more?,"Sorry, the price is already discounted.",Positive,Accepted
NEG0245,Jacket,2798.0,2300.0,2745.0,1.89,"That's too expensive, I can pay less.","Okay deal, I’ll accept that price.",Negative,Rejected
NEG0246,Catering,3011.0,1619.0,2202.0,26.87,"I’m a regular customer, please give a better deal.",This is the best price I can offer.,Negative,Rejected
NEG0247,Kurta,6202.0,4566.0,4810.0,22.44,Can you please lower the price a bit?,"Okay, I can reduce a little for you.",Positive,Accepted
NEG0248,Bed,2862.0,2043.0,2050.0,28.37,"I’m a regular customer, please give a better deal.","Price firm, can’t reduce further.",Positive,Rejected
NEG0249,T-shirt,8908.0,6309.0,6309.0,29.18,"If I pay in cash, can I get a discount?","If you buy more, I can give a small discount.",Positive,Accepted
NEG0250,Jeans,3181.0,2426.0,3098.0,2.61,"That's too expensive, I can pay less.","Okay deal, I’ll accept that price.",Negative,Rejected
NEG0251,Plumbing,1648.0,1204.0,1357.0,17.66,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Negative,Accepted
NEG0252,Cupboard,2732.0,1955.0,2329.0,14.75,"Your price seems high, can we settle in between?",This is the best price I can offer.,Negative,Pending
NEG0253,Chair,9819.0,5016.0,5016.0,48.92,"I’m a regular customer, please give a better deal.",This is the best price I can offer.,Positive,Accepted
NEG0254,Sunglasses,7720.0,7231.0,7231.0,6.33,"Your price seems high, can we settle in between?","Sorry, the price is already discounted.",Neutral,Accepted
NEG0255,Cleaning Service,4072.0,2732.0,3540.0,13.06,"That's too expensive, I can pay less.","Alright, let’s meet halfway.",Negative,Rejected
NEG0256,Saree,1230.0,878.0,878.0,28.62,"If I pay in cash, can I get a discount?","If you buy more, I can give a small discount.",Positive,Accepted
NEG0257,Tutoring,3527.0,1906.0,3277.0,7.09,Is there any discount if I buy more?,"Sorry, the price is already discounted.",Negative,Rejected
NEG0258,T-shirt,9650.0,6594.0,8616.0,10.72,"Your price seems high, can we settle in between?","Sorry, the price is already discounted.",Positive,Rejected
NEG0259,Cleaning Service,4095.0,3613.0,3769.0,7.96,"If I pay in cash, can I get a discount?","Alright, let’s meet halfway.",Neutral,Rejected
NEG0260,Cupboard,6187.0,4930.0,6183.0,0.06,"That's too expensive, I can pay less.",This is the best price I can offer.,Neutral,Pending
NEG0261,Bag,6508.0,5977.0,6115.0,6.04,"If I pay in cash, can I get a discount?","Price firm, can’t reduce further.",Negative,Pending
NEG0262,Bed,7122.0,4866.0,6331.0,11.11,"That's too expensive, I can pay less.","Alright, let’s meet halfway.",Negative,Pending
NEG0263,Jeans,2689.0,1408.0,1408.0,47.64,"I’m a regular customer, please give a better deal.","Okay, I can reduce a little for you.",Positive,Accepted
NEG0264,Plumbing,8408.0,5261.0,5355.0,36.31,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Positive,Rejected
NEG0265,Cleaning Service,894.0,573.0,573.0,35.91,"I’m a regular customer, please give a better deal.",This is the best price I can offer.,Neutral,Accepted
NEG0266,Bed,5069.0,3815.0,3864.0,23.77,Can you make it a round number?,"Okay deal, I’ll accept that price.",Positive,Accepted
NEG0267,Home Painting,6901.0,3973.0,5876.0,14.85,"That's too expensive, I can pay less.","Sorry, the price is already discounted.",Positive,Rejected
NEG0268,Cleaning Service,2810.0,1840.0,1958.0,30.32,Is there any discount if I buy more?,"Price firm, can’t reduce further.",Neutral,Pending
NEG0269,Home Painting,1302.0,1231.0,1231.0,5.45,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Negative,Accepted
NEG0270,Jeans,1176.0,814.0,814.0,30.78,Can you make it a round number?,"Price firm, can’t reduce further.",Neutral,Accepted
NEG0271,Jacket,6123.0,4238.0,4238.0,30.79,"That's too expensive, I can pay less.","Price firm, can’t reduce further.",Positive,Accepted
NEG0272,Bed,7506.0,6451.0,6451.0,14.06,Can you please lower the price a bit?,"Okay deal, I’ll accept that price.",Neutral,Accepted
NEG0273,Chair,7183.0,4046.0,5603.0,22.0,Can you make it a round number?,"Sorry, the price is already discounted.",Negative,Accepted
NEG0274,Jacket,5962.0,3062.0,3062.0,48.64,"That's too expensive, I can pay less.","Sorry, the price is already discounted.",Negative,Accepted
NEG0275,Catering,5032.0,4610.0,4610.0,8.39,Can you please lower the price a bit?,"If you buy more, I can give a small discount.",Positive,Accepted
NEG0276,Catering,6304.0,5118.0,5303.0,15.88,"That's too expensive, I can pay less.","If you buy more, I can give a small discount.",Negative,Rejected
NEG0277,Kurta,4255.0,3079.0,3079.0,27.64,Can you make it a round number?,"Alright, let’s meet halfway.",Neutral,Accepted
NEG0278,Shoes,9832.0,6757.0,8494.0,13.61,Is there any discount if I buy more?,This is the best price I can offer.,Negative,Accepted
NEG0279,Table,2950.0,2555.0,2915.0,1.19,"Your price seems high, can we settle in between?","Okay deal, I’ll accept that price.",Positive,Rejected
NEG0280,Jacket,8302.0,5348.0,5593.0,32.63,Is there any discount if I buy more?,"Okay deal, I’ll accept that price.",Negative,Rejected
NEG0281,Kurta,7116.0,5932.0,6421.0,9.77,"I’m a regular customer, please give a better deal.","Okay deal, I’ll accept that price.",Positive,Rejected
NEG0282,Home Painting,5478.0,3283.0,3283.0,40.07,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Positive,Accepted
NEG0283,Plumbing,6507.0,3808.0,4338.0,33.33,Can you make it a round number?,"If you buy more, I can give a small discount.",Positive,Pending
NEG0284,Chair,6829.0,4159.0,4159.0,39.1,Can you please lower the price a bit?,"Okay, I can reduce a little for you.",Neutral,Accepted
NEG0285,Sofa,6511.0,4033.0,4159.0,36.12,"Your price seems high, can we settle in between?","Okay, I can reduce a little for you.",Negative,Rejected
NEG0286,Jeans,2958.0,2768.0,2768.0,6.42,"I’m a regular customer, please give a better deal.","Alright, let’s meet halfway.",Negative,Accepted
NEG0287,Belt,4363.0,3387.0,3687.0,15.49,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Neutral,Pending
NEG0288,Chair,10000.0,7434.0,7434.0,25.66,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Negative,Accepted
NEG0289,Sunglasses,8625.0,5095.0,5095.0,40.93,"That's too expensive, I can pay less.",This is the best price I can offer.,Positive,Accepted
NEG0290,Shoes,3571.0,3326.0,3439.0,3.7,"That's too expensive, I can pay less.","Sorry, the price is already discounted.",Positive,Accepted
NEG0291,Kurta,5198.0,2630.0,2630.0,49.4,"That's too expensive, I can pay less.","Okay deal, I’ll accept that price.",Negative,Accepted
NEG0292,Belt,8813.0,5825.0,8149.0,7.53,Can you make it a round number?,"Alright, let’s meet halfway.",Neutral,Rejected
NEG0293,Cupboard,5098.0,4399.0,4399.0,13.71,"Your price seems high, can we settle in between?",This is the best price I can offer.,Negative,Accepted
NEG0294,Sunglasses,7639.0,5183.0,5183.0,32.15,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Neutral,Accepted
NEG0295,Bag,5739.0,4715.0,4809.0,16.2,Can you make it a round number?,"Okay deal, I’ll accept that price.",Positive,Accepted
NEG0296,Watch,9674.0,7193.0,8713.0,9.93,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Negative,Pending
NEG0297,Plumbing,4178.0,3301.0,3301.0,20.99,Can you make it a round number?,"If you buy more, I can give a small discount.",Positive,Accepted
NEG0298,Bag,9710.0,8756.0,8951.0,7.82,Can you make it a round number?,"If you buy more, I can give a small discount.",Neutral,Pending
NEG0299,Bag,4246.0,4015.0,4015.0,5.44,"I’m a regular customer, please give a better deal.","Sorry, the price is already discounted.",Positive,Accepted
NEG0300,Bed,3009.0,1561.0,1885.0,37.35,"I’m a regular customer, please give a better deal.",This is the best price I can offer.,Neutral,Rejected
NEG0301,Saree,3515.0,2283.0,2283.0,35.05,"That's too expensive, I can pay less.",This is the best price I can offer.,Positive,Accepted
NEG0302,Watch,4773.0,3250.0,3530.0,26.04,"If I pay in cash, can I get a discount?","Alright, let’s meet halfway.",Positive,Rejected
NEG0303,Saree,6491.0,4188.0,4767.0,26.56,"Your price seems high, can we settle in between?","If you buy more, I can give a small discount.",Negative,Pending
NEG0304,Sunglasses,4805.0,3583.0,3583.0,25.43,Can you please lower the price a bit?,"If you buy more, I can give a small discount.",Neutral,Accepted
NEG0305,Bag,2318.0,2114.0,2114.0,8.8,"That's too expensive, I can pay less.","Alright, let’s meet halfway.",Negative,Accepted
NEG0306,Jeans,7193.0,4418.0,4418.0,38.58,"Your price seems high, can we settle in between?","Okay deal, I’ll accept that price.",Neutral,Accepted
NEG0307,Catering,3698.0,2901.0,3633.0,1.76,"If I pay in cash, can I get a discount?","Alright, let’s meet halfway.",Neutral,Rejected
NEG0308,Sunglasses,1561.0,817.0,817.0,47.66,"That's too expensive, I can pay less.",This is the best price I can offer.,Negative,Accepted
NEG0309,Watch,5670.0,2962.0,2962.0,47.76,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Negative,Accepted
NEG0310,Cupboard,1618.0,1502.0,1567.0,3.15,"Your price seems high, can we settle in between?","If you buy more, I can give a small discount.",Negative,Pending
NEG0311,Shoes,9358.0,5244.0,5244.0,43.96,Can you please lower the price a bit?,"Alright, let’s meet halfway.",Negative,Accepted
NEG0312,Catering,3521.0,3292.0,3451.0,1.99,"I’m a regular customer, please give a better deal.","Okay deal, I’ll accept that price.",Positive,Accepted
NEG0313,Table,3698.0,2007.0,3039.0,17.82,Can you make it a round number?,"Okay, I can reduce a little for you.",Neutral,Rejected
NEG0314,Watch,8561.0,5828.0,7767.0,9.27,Can you please lower the price a bit?,"Sorry, the price is already discounted.",Negative,Accepted
NEG0315,T-shirt,3482.0,2935.0,2935.0,15.71,"I’m a regular customer, please give a better deal.","Okay deal, I’ll accept that price.",Positive,Accepted
NEG0316,Shoes,8076.0,7628.0,7628.0,5.55,"That's too expensive, I can pay less.","Sorry, the price is already discounted.",Positive,Accepted
NEG0317,Watch,8664.0,6547.0,6622.0,23.57,"If I pay in cash, can I get a discount?","Price firm, can’t reduce further.",Positive,Accepted
NEG0318,Chair,3789.0,2351.0,2351.0,37.95,"That's too expensive, I can pay less.",This is the best price I can offer.,Neutral,Accepted
NEG0319,Sunglasses,8496.0,6375.0,7033.0,17.22,Can you make it a round number?,"If you buy more, I can give a small discount.",Negative,Accepted
